timestamp,result,table,_start,_stop,_measurement,SP6_current,SP6_press,roll_mean_5_table,roll_mean_5_SP6_current,roll_mean_5_SP6_press
2025-11-24 17:00:23+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.478711176768755,0.0,0.40078125000000003,62.44556963475875
2025-11-24 17:00:28+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.44556963475875
2025-11-24 17:00:33+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.44556963475875
2025-11-24 17:00:38+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.44556963475875
2025-11-24 17:00:43+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.457997713012496,0.0,0.40078125000000003,62.44971232751
2025-11-24 17:00:48+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.4414269420075
2025-11-24 17:00:53+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.42347527341876,0.0,0.40078125000000003,62.43866514684
2025-11-24 17:00:58+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.43866514684
2025-11-24 17:01:03+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.457997713012496,0.0,0.40078125000000003,62.442807839591254
2025-11-24 17:01:08+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.457997713012496,0.0,0.40078125000000003,62.442807839591254
2025-11-24 17:01:13+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.42347527341876,0.0,0.40078125000000003,62.44004604442375
2025-11-24 17:01:18+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.457997713012496,0.0,0.40078125000000003,62.4469505323425
2025-11-24 17:01:23+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.4469505323425
2025-11-24 17:01:29+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.442807839591254
2025-11-24 17:01:34+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.43866514684
2025-11-24 17:01:39+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.4414269420075
2025-11-24 17:01:44+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.43728424925625
2025-11-24 17:01:49+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.43728424925625,0.0,0.40078125000000003,62.43728424925625
2025-11-24 17:01:54+00:00,mean,0,2025-11-24 17:00:00+00:00,2025-11-25 16:59:00+00:00,Panel-IoT-DSP,0.40078125000000003,62.457997713012496,0.0,0.40078125000000003,62.4414269420075
